,review_score,order_count,Total_Price
254,5,1,126.68
255,4,1,130.01
256,5,1,99.29
257,5,1,121.09
258,5,1,126.9
259,4,1,121.09
260,2,2,107.04
261,2,2,137.56
262,4,1,118.65
263,5,1,121.9
264,5,1,121.68
265,5,1,124.25
266,5,2,125.05000000000001
267,5,2,189.82
268,5,2,97.0
269,5,2,206.0
270,5,1,121.68
271,5,1,101.36
272,5,1,126.68
273,5,1,96.78999999999999
274,5,1,118.65
275,4,1,117.08000000000001
276,5,1,116.67
277,1,1,122.47
278,5,1,91.78999999999999
279,5,1,121.68
280,5,1,126.68
281,4,2,115.44
282,4,2,117.92
283,5,1,131.25
284,5,1,123.47
285,5,1,121.68
286,1,2,124.25
287,3,2,75.17
288,5,1,40.4
289,5,1,33.94
290,5,1,33.94
291,5,1,40.4
292,5,1,153.13
293,1,1,153.13
294,5,1,146.21
295,5,1,148.70000000000002
296,5,1,159.85
297,5,1,145.56
298,5,1,143.92000000000002
299,3,1,165.94
300,3,1,144.8
301,4,1,117.31
302,5,1,137.47
303,5,1,112.83
304,3,1,112.82
305,5,1,146.35
306,2,1,117.74
307,5,1,125.99
308,5,1,119.2
309,3,2,36.39
310,5,2,245.10999999999999
311,4,1,40.78
312,5,2,42.089999999999996
313,5,2,59.6
314,4,1,35.769999999999996
315,5,1,35.379999999999995
316,5,1,42.089999999999996
317,4,1,42.089999999999996
318,5,1,35.769999999999996
319,5,1,43.22
320,5,6,43.22
321,5,6,67.5
322,5,6,193.5
323,2,6,162.15
326,5,1,43.22
327,5,1,65.1
328,5,1,102.47
329,5,1,93.49
330,4,1,101.3
331,5,1,93.49
332,5,1,107.55
333,5,1,169.23
334,4,1,142.1
335,2,1,131.02
336,1,1,184.52
337,1,1,283.62
338,1,1,161.23
339,5,1,146.85
340,5,1,121.04
341,5,1,129.53
342,4,1,142.1
343,1,2,161.72
344,1,2,151.71
345,5,1,148.4
346,5,1,150.1
347,4,1,161.32999999999998
348,5,1,145.84
349,2,1,138.96
350,5,2,153.84
352,4,1,169.23
353,4,1,131.02
354,5,1,131.02
355,5,1,150.1
356,5,1,121.0
357,5,1,137.53
358,5,1,130.27
359,1,1,161.23
360,5,2,181.9
362,1,2,133.8
364,5,1,136.93
365,5,1,143.06
366,3,2,129.49
367,1,2,47.77
368,5,1,169.08
369,5,1,16.53
370,4,1,54.62
371,4,1,34.0
372,5,1,35.0
373,3,1,34.0
374,1,2,35.0
376,3,1,39.62
377,3,1,44.089999999999996
378,5,1,32.769999999999996
379,3,1,35.0
380,1,2,36.769999999999996
381,1,2,27.68
382,5,1,123.0
383,5,1,127.6
384,5,4,130.57
386,5,4,216.05
388,5,3,126.57
389,4,3,126.57
390,5,3,100.82
391,3,1,131.87
392,5,1,128.6
393,5,1,152.0
394,5,1,125.22
395,5,1,172.03
396,5,2,130.57
397,4,2,130.57
398,5,2,133.9
399,5,2,601.57
400,4,2,122.21000000000001
401,4,2,207.62
402,5,1,130.57
403,5,1,126.57
404,5,1,133.11
405,5,1,127.6
406,5,4,119.94
408,5,4,87.39
410,4,1,126.22
411,4,1,128.02
412,5,1,118.17
413,5,1,128.6
414,5,1,126.57
415,3,2,126.57
416,3,2,64.0
417,5,1,137.17000000000002
418,5,1,133.11
419,5,1,130.57
420,5,1,127.6
421,5,1,130.18
422,5,1,119.94
423,5,1,122.21000000000001
424,5,1,128.6
425,5,1,146.85
426,4,3,149.03
429,4,1,130.57
430,5,1,122.21000000000001
431,5,1,130.47
432,3,1,129.11
433,5,1,133.11
434,5,1,172.03
435,1,1,126.57
436,5,2,127.6
437,5,2,39.239999999999995
438,1,1,127.03999999999999
439,5,1,129.11
440,5,1,123.35
441,5,1,119.94
442,4,1,119.94
443,1,3,77.57
446,4,1,69.97
447,5,1,77.57
448,5,1,66.67
449,5,1,67.5
450,1,3,79.56
452,3,3,78.65
453,1,3,65.78999999999999
456,4,2,63.42
458,1,2,66.67
460,5,2,77.57
462,5,2,77.57
464,5,1,63.269999999999996
465,4,1,67.5
466,5,1,77.57
467,5,1,77.57
468,2,2,66.67
469,5,2,66.67
470,1,5,76.66
475,1,2,67.5
477,5,1,64.03
478,5,1,67.5
479,5,2,67.16
481,4,1,73.34
482,4,1,73.34
483,5,1,70.89
484,5,1,91.22999999999999
485,4,1,77.57
486,4,2,73.34
488,5,5,98.44999999999999
491,5,5,138.46
492,5,5,98.67
493,3,1,97.87
494,4,1,77.57
495,5,1,77.57
496,5,1,67.5
497,5,1,77.57
498,1,4,68.52
501,1,4,110.07
502,4,1,62.44
503,4,1,97.87
504,5,2,62.44
506,5,2,64.03
507,5,2,21.04
508,4,2,73.34
510,5,1,63.269999999999996
511,5,1,78.65
512,5,2,63.269999999999996
514,5,3,67.3
515,5,3,65.34
517,5,1,67.5
518,5,2,77.57
520,5,2,83.61
521,1,2,139.04000000000002
522,5,1,87.81
523,5,1,69.49
524,5,1,72.43
525,5,2,72.43
527,5,2,63.269999999999996
528,5,2,127.41000000000001
529,5,1,73.34
530,5,1,63.269999999999996
531,5,1,67.5
532,4,1,75.25
533,4,1,63.269999999999996
534,5,1,66.67
535,5,2,63.269999999999996
537,1,1,67.36
538,5,2,70.89
540,5,1,73.34
541,4,1,77.57
542,5,1,67.36
543,5,1,68.66
544,4,1,77.57
545,5,1,76.33
546,5,1,66.67
547,5,4,77.57
551,3,2,66.67
553,3,1,75.25
554,4,1,64.03
555,4,1,87.8
556,5,1,67.5
557,4,1,91.22999999999999
558,5,1,77.57
559,5,1,64.03
560,5,1,73.34
561,5,1,69.97
562,5,2,77.57
564,5,4,67.3
568,5,1,66.67
569,1,1,76.66
570,5,2,72.43
572,4,1,67.36
573,3,1,86.97
574,5,1,73.34
575,4,1,67.36
576,5,3,62.9
579,5,1,77.57
580,5,1,79.11
581,5,1,91.22999999999999
582,5,1,64.03
583,4,2,73.34
585,1,2,69.49
587,1,4,75.7
590,1,4,137.35
591,4,1,77.57
592,5,2,73.34
594,4,1,77.57
595,5,1,66.67
596,4,4,70.89
600,5,1,69.97
601,5,1,69.49
602,5,1,77.57
603,2,1,71.53
604,5,2,69.97
605,5,2,66.67
606,2,2,73.74
607,2,2,82.2
608,4,1,64.03
609,5,1,63.269999999999996
610,5,2,78.65
612,5,1,63.269999999999996
613,5,1,72.43
614,1,1,67.5
615,4,1,77.57
616,1,1,78.65
617,5,1,67.36
618,3,1,77.57
619,1,2,77.57
621,1,4,67.5
625,5,1,72.38
626,3,1,77.57
627,5,1,67.5
628,1,9,65.65
629,2,9,65.65
630,1,9,77.4
632,2,9,77.4
634,1,9,65.66
635,2,9,65.66
636,1,9,78.55
637,5,1,62.43
638,5,2,72.43
640,2,1,97.87
641,3,2,87.8
643,1,2,67.5
645,5,1,73.34
646,1,3,67.5
649,5,5,70.6
653,5,5,55.08
654,4,1,73.34
655,4,1,73.34
656,5,1,70.89
657,5,1,70.89
658,5,1,67.5
659,5,1,67.36
660,5,1,73.34
661,5,1,67.5
662,4,1,77.57
663,4,1,77.57
664,5,1,69.97
665,5,1,67.5
666,5,1,70.89
667,5,5,59.68
668,5,5,69.47
672,5,1,75.25
673,5,1,73.34
674,5,2,97.87
675,5,2,77.4
676,5,1,64.03
677,5,1,77.57
678,5,1,73.34
679,2,3,98.19
680,2,3,210.37
681,2,3,127.37
682,4,1,59.5
683,1,2,67.5
685,5,1,67.16
686,3,2,73.34
688,5,1,63.33
689,1,1,77.57
690,5,1,70.89
691,5,2,77.57
693,5,3,64.50999999999999
694,5,3,92.53
696,4,1,64.03
697,4,1,76.86
698,1,2,77.57
700,5,5,77.57
704,5,5,193.98000000000002
705,5,1,77.57
706,5,4,67.36
710,5,1,69.49
711,5,1,67.5
712,5,1,77.57
713,5,1,67.36
714,5,1,70.89
715,5,1,73.34
716,2,4,67.37
719,2,4,115.66
720,5,1,70.89
721,4,1,67.3
722,5,2,63.269999999999996
724,5,1,63.269999999999996
725,1,2,67.5
727,5,2,63.42
729,5,1,67.5
730,5,1,63.269999999999996
731,5,1,77.57
732,1,1,66.67
733,1,3,96.34
736,5,1,91.00999999999999
737,5,1,66.67
738,5,2,63.269999999999996
740,5,1,67.5
741,3,1,67.56
742,5,1,67.5
743,5,1,63.269999999999996
744,5,1,67.5
745,5,1,73.34
746,5,1,75.25
747,3,3,68.63
749,3,3,68.64
750,5,1,77.57
751,5,1,69.97
752,5,1,63.269999999999996
753,4,1,77.57
754,5,1,66.67
755,4,1,63.269999999999996
756,4,1,63.269999999999996
757,4,2,77.57
759,5,1,75.25
760,5,1,66.67
761,5,2,64.03
763,3,3,72.43
766,5,3,62.9
769,1,3,65.32
771,1,3,67.14
772,5,1,73.34
773,5,1,82.68
774,3,3,67.5
776,5,3,72.08
777,5,1,73.34
778,5,1,67.5
779,3,3,66.67
782,1,1,76.66
783,3,1,75.25
784,5,1,67.5
785,1,3,82.16
787,1,3,103.47
788,1,2,63.269999999999996
790,5,1,73.34
791,5,1,70.89
792,5,1,67.36
793,3,1,73.34
794,5,2,66.67
795,5,2,318.19
796,3,3,71.2
798,3,3,91.53
799,1,2,76.66
801,5,1,75.25
802,1,1,68.66
803,4,1,66.67
804,5,2,88.72
806,5,1,77.57
807,4,1,87.8
808,4,1,73.34
809,4,2,77.57
811,5,5,63.269999999999996
816,3,1,77.57
817,4,2,73.34
819,4,1,79.56
820,5,1,67.5
821,5,1,63.269999999999996
822,5,1,76.66
823,4,1,71.53
824,5,1,76.66
825,4,2,59.5
827,4,2,67.5
828,5,2,371.04999999999995
829,5,1,77.82
830,5,1,66.67
831,2,1,68.66
832,4,1,68.37
833,5,2,97.87
835,5,1,77.57
836,5,1,67.5
837,5,1,67.5
838,5,1,66.67
839,5,1,77.57
840,5,1,67.5
841,5,1,66.67
842,1,2,76.66
844,5,1,72.43
845,5,1,63.269999999999996
846,5,1,67.3
847,5,1,75.25
848,5,1,62.44
849,4,1,73.34
850,4,3,81.1
852,4,3,70.5
853,4,1,67.16
854,1,1,67.5
855,5,2,77.57
857,1,1,67.5
858,5,1,75.25
859,4,2,76.66
861,5,2,63.269999999999996
863,5,1,76.66
864,4,2,68.66
865,4,2,88.62
866,4,1,75.25
867,1,2,76.66
869,5,1,77.57
870,5,2,68.37
872,5,1,67.5
873,3,1,76.66
874,4,1,78.65
875,5,1,73.34
876,4,2,69.97
878,4,2,77.57
880,4,1,77.57
881,5,7,69.97
882,5,7,60.33
885,5,7,57.11
887,5,7,123.61
888,4,1,163.13
889,5,1,192.98
890,3,1,171.62
891,1,1,166.29
892,5,1,94.63000000000001
893,4,1,87.71000000000001
894,4,1,95.21000000000001
895,5,1,91.07000000000001
896,4,1,95.21000000000001
897,1,1,87.71000000000001
898,5,1,91.07000000000001
899,5,1,97.89
900,4,2,87.71000000000001
901,5,2,145.01
902,1,1,91.96000000000001
903,3,1,87.71000000000001
904,5,1,91.07000000000001
905,5,1,87.71000000000001
906,4,1,95.21000000000001
907,5,1,87.71000000000001
908,5,1,87.71000000000001
909,5,1,94.21000000000001
910,5,1,87.71000000000001
911,5,1,114.26
912,5,1,87.71000000000001
913,5,1,87.71000000000001
914,5,1,87.71000000000001
915,5,1,94.21000000000001
916,5,1,87.71000000000001
917,5,1,91.07000000000001
918,5,1,105.74000000000001
919,5,1,87.71000000000001
920,4,1,87.71000000000001
921,5,1,95.21000000000001
922,4,1,87.71000000000001
923,5,1,101.26
924,4,1,87.71000000000001
925,5,1,91.96000000000001
926,5,1,94.63000000000001
927,4,1,94.63000000000001
928,5,1,87.71000000000001
929,5,1,87.71000000000001
930,5,1,87.71000000000001
931,5,1,91.96000000000001
932,5,1,91.96000000000001
933,4,1,80.11000000000001
934,4,1,83.41000000000001
935,5,1,87.64
936,4,2,82.73
937,3,2,73.34
938,3,1,82.73
939,5,2,89.63000000000001
940,5,2,76.75999999999999
941,3,1,87.64
942,5,3,86.15
944,5,3,236.28
945,1,1,82.73
946,4,2,86.15
948,3,1,87.64
949,5,2,81.78
950,5,2,115.71000000000001
951,5,1,87.64
952,1,1,87.64
953,5,1,81.89
954,5,2,86.05000000000001
955,4,2,91.78
956,4,1,87.64
957,5,1,86.15
958,4,1,98.79
959,5,1,83.41000000000001
960,4,1,87.23
961,5,1,82.73
962,5,1,112.67000000000002
963,5,1,87.64
964,5,1,85.14
965,5,1,81.78
966,2,2,95.27000000000001
967,2,2,228.17000000000002
968,5,1,86.15
969,3,2,84.53
970,3,2,137.39
971,5,1,85.60000000000001
972,1,1,87.64
973,5,1,86.05000000000001
974,3,2,77.77000000000001
975,3,2,69.61
976,4,1,85.60000000000001
977,5,1,87.9
978,5,1,82.73
979,5,1,85.60000000000001
980,1,1,81.78
981,5,1,89.36000000000001
982,3,1,85.14
983,2,1,83.28999999999999
984,4,1,82.73
985,3,1,81.78
986,5,1,85.60000000000001
987,1,2,84.94
988,1,2,136.7
989,5,1,81.78
990,1,1,85.60000000000001
991,5,1,85.60000000000001
992,4,2,85.88000000000001
993,4,2,91.0
994,4,1,87.64
995,1,2,82.66000000000001
996,1,2,73.72999999999999
997,5,2,92.97
999,4,2,83.41000000000001
1000,1,2,63.599999999999994
1001,5,1,86.15
1002,5,1,87.9
1003,1,1,83.41000000000001
1004,5,1,91.35000000000001
1005,3,1,80.11000000000001
1006,3,1,87.64
1007,5,2,85.60000000000001
1009,4,1,82.73
1010,4,2,86.05000000000001
1011,5,2,484.25
1012,5,1,87.64
1013,5,1,84.7
1014,1,1,81.89
1015,5,1,87.64
1016,5,1,86.15
1017,5,1,87.64
1018,5,1,96.65
1019,5,2,86.15
1020,5,2,59.6
1021,3,1,86.15
1022,5,2,90.05000000000001
1023,5,2,51.19
1024,4,1,86.15
1025,5,1,87.64
1026,3,1,86.05000000000001
1027,4,1,87.64
1028,2,1,87.64
1029,5,2,83.05000000000001
1030,5,2,69.61
1031,4,1,92.97
1032,5,1,80.11000000000001
1033,5,1,96.93
1034,4,1,87.64
1035,5,1,83.97
1036,5,1,80.11000000000001
1037,4,1,84.7
1038,5,1,87.23
1039,4,1,81.89
1040,5,1,86.15
1041,5,1,84.7
1042,4,1,85.60000000000001
1043,5,1,56.78
1044,5,4,64.1
1045,5,4,50.1
1046,5,4,54.23
1047,5,4,67.16
1048,4,2,56.78
1050,4,1,66.63
1051,4,1,63.1
1052,5,1,64.1
1053,5,3,56.78
1055,5,3,82.60000000000001
1056,5,1,62.39
1057,1,1,62.39
1058,5,1,62.22
1059,3,1,49.69
1060,1,2,62.39
1061,1,2,64.35
1062,3,1,47.59
1063,4,1,47.18
1064,2,1,69.12
1065,5,1,65.87
1066,1,1,75.17
1067,5,1,57.97
1068,5,1,64.22
1069,5,1,68.12
1070,5,1,65.87
1071,4,1,72.25
1072,5,1,69.12
1073,5,1,52.57
1074,5,1,61.77
1075,5,1,61.77
1076,5,1,69.12
1077,5,1,69.12
1078,5,5,52.38
1079,5,5,52.57
1083,1,1,69.25
1084,1,3,71.65
1085,5,3,76.08
1087,5,1,69.25
1088,5,1,61.77
1089,1,1,52.38
1090,5,1,65.87
1091,5,1,68.12
1092,1,1,65.87
1093,5,1,65.87
1094,5,1,68.12
1095,5,1,64.22
1096,1,2,81.17
1097,1,2,65.15
1098,5,1,66.81
1099,5,1,61.77
1100,5,1,68.12
1101,1,1,69.81
1102,5,1,61.77
1103,5,1,65.87
1104,5,1,61.77
1105,5,1,60.410000000000004
1106,4,1,57.78
1107,5,1,68.03
1108,5,1,69.12
1109,4,1,72.25
1110,4,1,68.12
1111,5,1,68.12
1112,1,3,75.17
1114,1,3,225.85
1115,5,1,61.77
1116,1,1,69.12
1117,5,1,68.12
1118,5,1,69.12
1119,4,1,69.12
1120,5,1,61.77
1121,5,1,61.77
1122,2,4,61.77
1123,2,4,45.769999999999996
1124,2,4,37.97
1125,2,4,192.61
1126,1,1,61.77
1127,4,1,69.12
1128,4,2,57.43
1129,4,2,52.730000000000004
1130,5,1,60.410000000000004
1131,5,1,52.57
1132,5,1,60.22
1133,5,1,52.38
1134,5,1,61.77
1135,5,1,68.12
1136,5,1,61.77
1137,1,2,61.77
1139,5,1,61.77
1140,5,1,63.22
1141,4,1,69.12
1142,5,1,72.25
1143,5,1,68.12
1144,1,1,69.12
1145,5,1,63.22
1146,2,1,69.12
1147,4,1,52.57
1148,3,1,69.12
1149,5,1,69.12
1150,5,1,76.08
1151,5,1,72.25
1152,3,1,60.22
1153,5,1,61.77
1154,5,1,65.87
1155,5,1,61.77
1156,4,1,69.12
1157,1,1,69.12
1158,5,1,57.78
1159,5,1,69.12
1160,5,1,61.77
1161,5,1,58.69
1162,4,1,59.8
1163,1,1,57.129999999999995
1164,4,1,55.53
1165,4,1,73.34
1166,5,4,72.43
1168,4,4,73.34
1170,5,2,77.57
1172,5,1,67.5
1173,4,1,73.34
1174,5,1,77.57
1175,1,2,106.85
1177,5,2,77.57
1179,3,1,73.34
1180,4,5,77.57
1185,5,2,70.89999999999999
1187,5,1,79.56
1188,1,1,66.64
1189,5,3,79.11
1190,5,3,69.49
1191,5,3,149.36
1192,5,1,77.57
1193,5,1,66.64
1194,2,1,73.52
1195,3,1,67.5
1196,5,1,76.86
1197,5,1,72.43
1198,5,2,73.34
1199,5,2,77.57
1200,5,1,66.64
1201,3,1,77.57
1202,5,1,77.57
1203,5,1,77.57
1204,5,1,97.87
1205,5,1,77.57
1206,5,1,62.41
1207,4,6,69.22
1213,1,2,74.22
1214,1,2,144.26
1215,1,3,53.9
1218,5,1,67.36
1219,4,2,60.239999999999995
1220,4,2,276.85
1221,4,1,73.34
1222,5,1,77.57
1223,5,2,66.64
1225,5,1,72.43
1226,5,1,77.57
1227,5,1,67.5
1228,2,1,77.57
1229,5,1,67.36
1230,5,2,77.57
1232,5,2,76.86
1234,4,1,76.86
1235,1,1,75.25
1236,3,2,77.57
1238,5,2,77.57
1240,5,1,75.25
1241,1,2,69.49
1243,5,1,62.41
1244,2,1,76.66
1245,5,1,87.8
1246,5,1,70.89999999999999
1247,1,2,76.66
1249,2,5,88.72
1254,5,1,73.34
1255,5,1,67.5
1256,5,2,71.44
1257,5,2,70.46
1258,5,1,63.269999999999996
1259,5,1,63.33
1260,4,1,78.65
1261,5,1,77.78999999999999
1262,1,2,75.25
1264,5,1,63.269999999999996
1265,5,3,53.9
1268,5,1,63.269999999999996
1269,5,2,77.57
1271,5,2,67.3
1273,5,1,70.89999999999999
1274,5,1,63.269999999999996
1275,5,5,55.989999999999995
1276,5,5,74.27
1280,5,1,73.34
1281,5,2,72.38
1283,5,3,70.18
1285,5,3,59.59
1286,5,1,72.43
1287,5,1,53.9
1288,2,1,66.64
1289,5,1,53.9
1290,4,1,77.57
1291,5,1,63.269999999999996
1292,5,1,53.9
1293,5,1,73.34
1294,4,2,63.269999999999996
1296,2,2,66.64
1298,5,1,88.72
1299,2,2,66.39
1300,2,2,95.51
1301,5,1,77.57
1302,5,1,66.64
1303,3,1,64.03
1304,5,2,53.9
1306,5,1,62.41
1307,3,2,78.65
1309,1,4,66.64
1311,1,4,48.1
1313,4,1,77.57
1314,4,1,73.34
1315,5,1,53.9
1316,1,1,67.5
1317,5,2,87.8
1319,4,1,72.43
1320,5,1,53.9
1321,5,4,53.9
1325,1,6,77.57
1331,5,4,77.57
1335,4,1,74.7
1336,5,1,77.57
1337,3,1,77.75
1338,5,1,77.57
1339,5,2,64.14
1340,5,2,76.78
1341,4,1,77.57
1342,5,1,88.72
1343,4,1,67.5
1344,5,1,67.3
1345,5,1,53.9
1346,5,1,53.9
1347,3,9,68.37
1351,4,9,68.37
1356,5,1,63.269999999999996
1357,5,1,66.64
1358,1,1,76.66
1359,5,1,77.57
1360,3,1,77.57
1361,4,1,53.9
1362,5,1,53.9
1363,5,2,77.57
1365,5,1,133.18
1366,1,2,62.41
1368,1,3,81.1
1370,1,3,70.5
1371,5,1,53.9
1372,5,1,67.5
1373,1,1,76.86
1374,5,1,63.269999999999996
1375,1,1,53.9
1376,3,1,77.57
1377,3,1,79.56
1378,4,2,68.74
1380,1,3,73.34
1383,1,1,76.86
1384,5,1,77.57
1385,1,1,53.9
1386,1,1,67.5
1387,4,1,79.56
1388,3,1,73.34
1389,1,3,66.64
1392,2,1,63.33
1393,5,1,77.57
1394,5,2,66.64
1396,4,2,67.5
1397,5,2,74.36
1398,5,3,72.43
1401,3,2,63.33
1403,5,1,67.0
1404,5,2,67.5
1406,4,1,77.57
1407,5,1,77.57
1408,5,1,77.57
1409,5,1,77.57
1410,4,1,77.57
1411,4,1,76.66
1412,4,1,71.53
1413,5,1,53.9
1414,3,1,88.72
1415,5,1,67.5
1416,5,1,78.65
1417,5,1,73.34
1418,5,1,73.34
1419,5,1,66.64
1420,5,2,73.34
1421,5,2,175.82
1422,5,1,67.3
1423,5,1,70.89999999999999
1424,4,1,73.34
1425,4,3,73.34
1428,5,3,57.949999999999996
1430,5,3,55.93
1431,5,1,77.57
1432,5,1,53.9
1433,1,2,75.25
1435,5,1,73.34
1436,5,1,77.57
1437,4,1,73.34
1438,4,1,63.269999999999996
1439,4,1,70.67
1440,5,1,63.269999999999996
1441,5,1,63.61
1442,3,1,73.34
1443,4,1,66.64
1444,1,2,53.9
1446,5,1,53.9
1447,5,1,68.37
1448,4,1,70.89
1449,4,1,77.57
1450,3,1,62.41
1451,5,1,66.64
1452,5,2,53.9
1454,5,1,70.89999999999999
1455,1,2,66.42
1456,1,2,50.65
1457,5,2,61.91
1459,5,1,63.269999999999996
1460,1,14,72.43
1474,4,2,63.269999999999996
1476,4,1,67.5
1477,1,1,77.78999999999999
1478,5,1,77.57
1479,4,3,77.57
1482,5,2,73.34
1484,5,1,77.57
1485,5,3,75.25
1488,5,1,66.64
1489,5,2,73.34
1490,5,2,148.70000000000002
1491,5,4,53.9
1493,1,4,42.43
1494,1,4,37.19
1495,5,2,77.57
1497,5,1,53.9
1498,4,1,72.43
1499,5,6,70.89
1505,5,2,76.42
1506,5,2,49.089999999999996
1507,5,3,67.5
1510,4,1,66.64
1511,4,1,67.36
1512,4,2,77.57
1514,5,2,77.57
1516,1,2,77.78999999999999
1518,4,1,79.56
1519,5,1,53.9
1520,1,2,67.36
1522,1,1,93.37
1523,5,1,65.75999999999999
1524,1,1,53.9
1525,5,1,67.36
1526,5,1,77.57
1527,4,1,66.64
1528,5,1,73.34
1529,5,1,66.64
1530,1,1,76.86
1531,5,1,73.34
1532,5,1,68.37
1533,5,2,77.57
1535,2,1,68.63
1536,4,2,74.50999999999999
1538,5,1,67.3
1539,3,1,73.34
1540,4,1,73.34
1541,5,1,77.57
1542,5,1,75.25
1543,5,1,77.57
1544,5,1,73.34
1545,5,1,67.5
1546,5,2,53.9
1548,4,1,79.11
1549,5,2,73.34
1551,1,1,66.64
1552,5,1,67.36
1553,5,1,75.25
1554,5,1,76.86
1555,3,1,66.64
1556,3,1,53.9
1557,4,1,62.41
1558,5,1,76.33
1559,3,1,53.9
1560,4,1,75.25
1561,5,1,67.5
1562,4,1,70.89999999999999
1563,1,1,62.41
1564,5,1,88.72
1565,5,1,67.5
1566,1,5,77.57
1571,5,2,66.64
1573,4,1,70.89999999999999
1574,4,1,67.5
1575,5,1,78.65
1576,4,1,53.9
